visual parameter,value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,ii,label,x,y,bgra,gw_param_keys 1,gw_param_values 1,ii,label,y,x,bgra,gw_param_keys 2,gw_param_values 2,ii,label,x,y,yerr,bgra,gw_param_keys 3,gw_param_values 3,ii,label,x,xerr,y,bgra,gw_param_keys 4,gw_param_values 4,ii,label,x,y,bgra,gw_param_keys 5,gw_param_values 5,ii,label,y,x,bgra,gw_param_keys 6,gw_param_values 6,ii,label,x,y,yerr,bgra,gw_param_keys 7,gw_param_values 7,ii,label,theta,r,bgra,gw_param_keys 8,gw_param_values 8,ii,label,x,y,bgra,gw_param_keys 9,gw_param_values 9,ii,label,x_lower,x,x_upper,y,bgra,gw_param_keys 10,gw_param_values 10,ii,label,y_lower,y,y_upper,x,bgra,gw_param_keys 11,gw_param_values 11,ii,label,x,y_lower,y,y_upper,bgra,gw_param_keys 12,gw_param_values 12,ii,label,x,y,z,gw_param_keys 13,gw_param_values 13,ii,label,x,y,z,class_names
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.732475056614549,,10.267524943385451,80.18402290554727,,,,,,10.864020310879452,,11.135979689120548,88.57481363207317,,,,,,,,,,,,,,,3.571428571428571,-4.387755102040816,2.915034157428335,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.742058853801698,,10.257941146198302,80.58007368109718,,,,,,10.870403616987383,,11.129596383012617,89.00824530927376,,,,,,,,,,,,,,,3.775510204081632,-4.387755102040816,3.5244449542760345,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.751749642036375,,10.248250357963625,80.9761244566471,,,,,,10.876633079231185,,11.123366920768815,89.44167698647435,,,,,,,,,,,,,,,3.979591836734695,-4.387755102040816,4.249885721247568,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.761518258824418,,10.238481741175582,81.37217523219701,,,,,,10.882707916919587,,11.117292083080413,89.87510866367494,,,,,,,,,,,,,,,4.183673469387756,-4.387755102040816,2.7801120135353425,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77133535872074,,10.22866464127926,81.76822600774692,,,,,,10.888627271280765,,11.111372728719235,90.30854034087552,,,,,,,,,,,,,,,4.387755102040817,-4.387755102040816,1.4530979297918467,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.781171535037599,,10.218828464962401,82.16427678329683,,,,,,10.89439015659958,,11.10560984340042,90.74197201807611,,,,,,,,,,,,,,,4.591836734693878,-4.387755102040816,3.8477615583311184,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.790997458903833,,10.209002541096167,82.56032755884675,,,,,,10.899995432311218,,11.100004567688782,91.1754036952767,,,,,,,,,,,,,,,4.795918367346939,-4.387755102040816,2.905706814826324,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.800784034507046,,10.199215965492954,82.95637833439666,,,,,,10.905441794805675,,11.094558205194325,91.60883537247727,,,,,,,,,,,,,,,5.0,-4.387755102040816,2.4965559471050898,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.810502568536906,,10.189497431463094,83.35242910994657,,,,,,10.910727787227763,,11.089272212772237,92.04226704967786,,,,,,,,,,,,,,,-5.0,-4.183673469387755,3.1852765585241682,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.820124951120718,,10.179875048879282,83.7484798854965,,,,,,10.915851825172828,,11.084148174827172,92.47569872687845,,,,,,,,,,,,,,,-4.795918367346939,-4.183673469387755,4.0118846339567975,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.829623844928202,,10.170376155071798,84.1445306610464,,,,,,10.920812235884238,,11.079187764115762,92.90913040407904,,,,,,,,,,,,,,,-4.591836734693878,-4.183673469387755,5.013467605298536,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.838972878641636,,10.161027121358364,84.54058143659631,,,,,,10.925607308356424,,11.074392691643576,93.34256208127962,,,,,,,,,,,,,,,-4.387755102040816,-4.183673469387755,3.683207775536697,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.848146840654538,,10.151853159345462,84.93663221214622,,,,,,10.930235351635723,,11.069764648364277,93.77599375848021,,,,,,,,,,,,,,,-4.183673469387755,-4.183673469387755,4.989130634102079,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.857121868685256,,10.142878131314744,85.33268298769615,,,,,,10.934694758586744,,11.065305241413256,94.2094254356808,,,,,,,,,,,,,,,-3.979591836734694,-4.183673469387755,4.425370275330638,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.865875630972631,,10.134124369027369,85.72873376324605,,,,,,10.93898407244807,,11.06101592755193,94.64285711288139,,,,,,,,,,,,,,,-3.7755102040816326,-4.183673469387755,5.131818545704825,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.874387494855064,,10.125612505144936,86.12478453879596,,,,,,10.943102053630183,,11.056897946369817,95.07628879008197,,,,,,,,,,,,,,,-3.571428571428571,-4.183673469387755,5.6199117420140885,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88263867881164,,10.11736132118836,86.52083531434587,,,,,,10.947047744400473,,11.052952255599527,95.50972046728255,,,,,,,,,,,,,,,-3.36734693877551,-4.183673469387755,5.4203982839746505,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.890612384449268,,10.109387615550732,86.9168860898958,,,,,,10.950820529344744,,11.049179470655256,95.94315214448314,,,,,,,,,,,,,,,-3.163265306122449,-4.183673469387755,4.99176590587301,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.89829390543399,,10.10170609456601,87.3129368654457,,,,,,10.954420189780093,,11.045579810219907,96.37658382168372,,,,,,,,,,,,,,,-2.9591836734693877,-4.183673469387755,5.527987234668961,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.905670710965195,,10.094329289034805,87.70898764099562,,,,,,10.957846950608802,,11.042153049391198,96.81001549888431,,,,,,,,,,,,,,,-2.7551020408163263,-4.183673469387755,5.966222752812491,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.912732502054059,,10.087267497945941,88.10503841654554,,,,,,10.961101518435335,,11.038898481564665,97.2434471760849,,,,,,,,,,,,,,,-2.5510204081632653,-4.183673469387755,6.823059748313144,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.919471239566684,,10.080528760433316,88.50108919209545,,,,,,10.964185110107426,,11.035814889892574,97.67687885328549,,,,,,,,,,,,,,,-2.3469387755102042,-4.183673469387755,6.387706801808887,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9258811437028,,10.0741188562972,88.89713996764536,,,,,,10.967099471177315,,11.032900528822685,98.11031053048607,,,,,,,,,,,,,,,-2.142857142857143,-4.183673469387755,5.401245240451595,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.931958665278016,,10.068041334721984,89.29319074319527,,,,,,10.969846884100857,,11.030153115899143,98.54374220768666,,,,,,,,,,,,,,,-1.9387755102040813,-4.183673469387755,5.244446851603288,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93770242983926,,10.06229757016074,89.68924151874519,,,,,,10.972430166292446,,11.027569833707554,98.97717388488725,,,,,,,,,,,,,,,-1.7346938775510203,-4.183673469387755,6.23309380753219,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.943113156249215,,10.056886843750785,90.0852922942951,,,,,,10.974852658425574,,11.025147341574426,99.41060556208782,,,,,,,,,,,,,,,-1.5306122448979593,-4.183673469387755,4.809830500080654,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94819355190983,,10.05180644809017,90.48134306984501,,,,,,10.97711820360703,,11.02288179639297,99.84403723928841,,,,,,,,,,,,,,,-1.3265306122448979,-4.183673469387755,5.777057019270819,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.952948187244278,,10.047051812755722,90.87739384539493,,,,,,10.97923111825335,,11.02076888174665,100.277468916489,,,,,,,,,,,,,,,-1.1224489795918364,-4.183673469387755,6.011903125490777,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95738335241198,,10.04261664758802,91.27344462094484,,,,,,10.98119615565876,,11.01880384434124,100.71090059368959,,,,,,,,,,,,,,,-0.9183673469387754,-4.183673469387755,6.092792413009602,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.961506899487285,,10.038493100512715,91.66949539649475,,,,,,10.983018463363509,,11.016981536636491,101.14433227089017,,,,,,,,,,,,,,,-0.7142857142857144,-4.183673469387755,6.652481739057599,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.965328073487603,,10.034671926512397,92.06554617204466,,,,,,10.984703535510596,,11.015296464489404,101.57776394809076,,,,,,,,,,,,,,,-0.5102040816326525,-4.183673469387755,6.212573671972544,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9688573356934,,10.0311426643066,92.46159694759459,,,,,,10.986257161418708,,11.013742838581292,102.01119562529135,,,,,,,,,,,,,,,-0.3061224489795915,-4.183673469387755,5.428736925194275,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.972106182665621,,10.027893817334379,92.8576477231445,,,,,,10.987685371602678,,11.012314628397322,102.44462730249194,,,,,,,,,,,,,,,-0.1020408163265305,-4.183673469387755,6.015438156945988,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.975086964243959,,10.024913035756041,93.2536984986944,,,,,,10.988994382442801,,11.011005617557199,102.87805897969253,,,,,,,,,,,,,,,0.1020408163265305,-4.183673469387755,7.254855128926564,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.977812703611914,,10.022187296388086,93.64974927424433,,,,,,10.990190540645434,,11.009809459354566,103.3114906568931,,,,,,,,,,,,,,,0.3061224489795915,-4.183673469387755,5.04679213797041,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.980296922253773,,10.019703077746227,94.04580004979424,,,,,,10.991280268553677,,11.008719731446323,103.74492233409369,,,,,,,,,,,,,,,0.5102040816326534,-4.183673469387755,5.737423497555294,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.982553472317035,,10.017446527682965,94.44185082534415,,,,,,10.992270011263372,,11.007729988736628,104.17835401129427,,,,,,,,,,,,,,,0.7142857142857144,-4.183673469387755,5.606673259373654,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.984596378545147,,10.015403621454853,94.83790160089406,,,,,,10.993166186381293,,11.006833813618707,104.61178568849486,,,,,,,,,,,,,,,0.9183673469387754,-4.183673469387755,4.449553511144535,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.986439691572548,,10.013560308427452,95.23395237644398,,,,,,10.993975137133704,,11.006024862866296,105.04521736569545,,,,,,,,,,,,,,,1.1224489795918373,-4.183673469387755,3.321457181485308,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.988097353990115,,10.011902646009885,95.63000315199389,,,,,,10.99470308939942,,11.00529691060058,105.47864904289604,,,,,,,,,,,,,,,1.3265306122448983,-4.183673469387755,5.2818975119497935,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.989583080205831,,10.010416919794169,96.0260539275438,,,,,,10.995356113106027,,11.004643886893973,105.91208072009663,,,,,,,,,,,,,,,1.5306122448979593,-4.183673469387755,4.558806785898788,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.990910250753647,,10.009089749246353,96.42210470309372,,,,,,10.995940088295237,,11.004059911704763,106.34551239729721,,,,,,,,,,,,,,,1.7346938775510203,-4.183673469387755,4.16426961273397,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99209182135225,,10.00790817864775,96.81815547864363,,,,,,10.996460676036481,,11.003539323963519,106.77894407449779,,,,,,,,,,,,,,,1.9387755102040813,-4.183673469387755,5.53159629786422,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.993140246692438,,10.006859753307562,97.21420625419354,,,,,,10.996923294249827,,11.003076705750173,107.21237575169837,,,,,,,,,,,,,,,2.1428571428571432,-4.183673469387755,4.027664920279957,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.994067418642741,,10.005932581357259,97.61025702974345,,,,,,10.997333098392252,,11.002666901607748,107.64580742889896,,,,,,,,,,,,,,,2.3469387755102042,-4.183673469387755,4.367189365811349,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.994884618312353,,10.005115381687647,98.00630780529337,,,,,,10.997694966866858,,11.002305033133142,108.07923910609955,,,,,,,,,,,,,,,2.5510204081632653,-4.183673469387755,3.9116693450507274,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.995602481200379,,10.004397518799621,98.40235858084328,,,,,,10.998013490933914,,11.001986509066086,108.51267078330014,,,,,,,,,,,,,,,2.755102040816327,-4.183673469387755,3.948208627603538,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.996230974492303,,10.003769025507697,98.7984093563932,,,,,,10.99829296883617,,11.00170703116383,108.94610246050073,,,,,,,,,,,,,,,2.959183673469388,-4.183673469387755,4.254298017758287,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.996779385437724,,10.003220614562276,99.19446013194312,,,,,,10.998537403798748,,11.001462596201252,109.37953413770131,,,,,,,,,,,,,,,3.163265306122449,-4.183673469387755,4.091308794751384,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.997256319656328,,10.002743680343672,99.59051090749303,,,,,,10.998750505525795,,11.001249494474205,109.8129658149019,,,,,,,,,,,,,,,3.36734693877551,-4.183673469387755,2.785137874167635,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.997669708169033,,10.002330291830967,99.98656168304294,,,,,,10.99893569479116,,11.00106430520884,110.24639749210249,,,,,,,,,,,,,,,3.571428571428571,-4.183673469387755,3.1179721514624448,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.998026821935074,,10.001973178064926,100.38261245859285,,,,,,10.999096110707779,,11.000903889292221,110.67982916930306,,,,,,,,,,,,,,,3.775510204081632,-4.183673469387755,2.8965398283405657,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99833429268934,,10.00166570731066,100.77866323414277,,,,,,10.999234620258795,,11.000765379741205,111.11326084650365,,,,,,,,,,,,,,,3.979591836734695,-4.183673469387755,3.398972059299262,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.998598138913241,,10.001401861086759,101.17471400969268,,,,,,10.999353829681434,,11.000646170318566,111.54669252370424,,,,,,,,,,,,,,,4.183673469387756,-4.183673469387755,3.822633602592773,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.998823795832593,,10.001176204167407,101.57076478524259,,,,,,10.999456097310887,,11.000543902689113,111.98012420090483,,,,,,,,,,,,,,,4.387755102040817,-4.183673469387755,2.326208180872235,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999016148412453,,10.000983851587547,101.9668155607925,,,,,,10.99954354751423,,11.00045645248577,112.41355587810541,,,,,,,,,,,,,,,4.591836734693878,-4.183673469387755,2.512718619475142,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99917956640785,,10.00082043359215,102.36286633634242,,,,,,10.99961808537237,,11.00038191462763,112.846987555306,,,,,,,,,,,,,,,4.795918367346939,-4.183673469387755,2.6271050906632443,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999317940626232,,10.000682059373768,102.75891711189233,,,,,,10.999681411799758,,11.000318588200242,113.28041923250659,,,,,,,,,,,,,,,5.0,-4.183673469387755,1.9674468442755821,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999434719659147,,10.000565280340853,103.15496788744224,,,,,,10.999735038825687,,11.000264961174313,113.71385090970718,,,,,,,,,,,,,,,-5.0,-3.979591836734694,3.6060730145754407,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999532946443274,,10.000467053556726,103.55101866299216,,,,,,10.99978030479633,,11.00021969520367,114.14728258690776,,,,,,,,,,,,,,,-4.795918367346939,-3.979591836734694,5.714820349689404,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999615294112251,,10.000384705887749,103.94706943854207,,,,,,10.999818389292102,,11.000181610707898,114.58071426410834,,,,,,,,,,,,,,,-4.591836734693878,-3.979591836734694,3.848088771001853,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999684100697952,,10.000315899302048,104.34312021409198,,,,,,10.999850327589638,,11.000149672410362,115.01414594130893,,,,,,,,,,,,,,,-4.387755102040816,-3.979591836734694,5.517605393593434,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99974140233147,,10.00025859766853,104.73917098964189,,,,,,10.999877024530848,,11.000122975469152,115.44757761850951,,,,,,,,,,,,,,,-4.183673469387755,-3.979591836734694,4.461252376423781,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99978896467851,,10.00021103532149,105.13522176519182,,,,,,10.999899267692639,,11.000100732307361,115.8810092957101,,,,,,,,,,,,,,,-3.979591836734694,-3.979591836734694,4.9183568137036575,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7755102040816326,-3.979591836734694,5.790290421814437,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.571428571428571,-3.979591836734694,6.485774851464325,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.36734693877551,-3.979591836734694,6.099290595629988,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.163265306122449,-3.979591836734694,5.097075765428431,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9591836734693877,-3.979591836734694,5.645685730136976,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7551020408163263,-3.979591836734694,6.158802622146323,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5510204081632653,-3.979591836734694,5.9681595289274885,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3469387755102042,-3.979591836734694,6.375741905559816,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.142857142857143,-3.979591836734694,5.726894200109419,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9387755102040813,-3.979591836734694,6.251426568396009,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7346938775510203,-3.979591836734694,8.22753536370871,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5306122448979593,-3.979591836734694,7.372290463034121,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3265306122448979,-3.979591836734694,6.370116781153366,,,,,,,,
